timestamp,open,high,low,close,volume
2025-09-21 08:38:00,115606.00000000,115606.01000000,115606.00000000,115606.01000000,1.57222000
2025-09-21 08:39:00,115606.01000000,115606.01000000,115606.01000000,115606.01000000,0.00159000
2025-09-21 08:40:00,115606.01000000,115606.01000000,115588.50000000,115588.50000000,0.00924000
2025-09-21 08:41:00,115588.50000000,115588.50000000,115588.50000000,115588.50000000,0.00373000
2025-09-21 08:42:00,115588.50000000,115597.52000000,115588.50000000,115597.52000000,0.06841000
2025-09-21 08:43:00,115597.52000000,115597.52000000,115597.51000000,115597.52000000,0.00365000
2025-09-21 08:44:00,115597.51000000,115597.52000000,115597.51000000,115597.52000000,0.00292000
2025-09-21 08:45:00,115597.52000000,115597.52000000,115597.51000000,115597.52000000,0.00157000
2025-09-21 08:46:00,115597.51000000,115597.52000000,115597.51000000,115597.52000000,0.00083000
2025-09-21 08:47:00,115597.52000000,115597.52000000,115589.32000000,115589.32000000,0.01202000
2025-09-21 08:48:00,115589.32000000,115596.71000000,115589.32000000,115596.71000000,0.25102000
2025-09-21 08:49:00,115596.71000000,115596.71000000,115596.70000000,115596.71000000,0.00155000
2025-09-21 08:50:00,115596.71000000,115596.71000000,115596.71000000,115596.71000000,0.00254000
2025-09-21 08:51:00,115596.71000000,115596.71000000,115596.71000000,115596.71000000,0.00365000
2025-09-21 08:52:00,115596.71000000,115596.71000000,115596.71000000,115596.71000000,0.00292000
2025-09-21 08:53:00,115596.71000000,115596.71000000,115596.70000000,115596.71000000,0.00286000
2025-09-21 08:54:00,115596.71000000,115639.67000000,115596.70000000,115639.67000000,0.19894000
2025-09-21 08:55:00,115639.67000000,115639.67000000,115622.91000000,115622.91000000,0.03186000
2025-09-21 08:56:00,115622.91000000,115622.91000000,115622.91000000,115622.91000000,0.00273000
2025-09-21 08:57:00,115622.91000000,115622.91000000,115622.90000000,115622.91000000,0.06084000
2025-09-21 08:58:00,115622.91000000,115622.91000000,115622.91000000,115622.91000000,0.00197000
2025-09-21 08:59:00,115622.91000000,115629.60000000,115622.91000000,115629.60000000,0.00900000
2025-09-21 09:00:00,115629.59000000,115629.60000000,115629.59000000,115629.60000000,0.02319000
2025-09-21 09:01:00,115629.60000000,115629.61000000,115629.60000000,115629.61000000,0.54849000
2025-09-21 09:02:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.21519000
2025-09-21 09:03:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.00351000
2025-09-21 09:04:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.01816000
2025-09-21 09:05:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.00328000
2025-09-21 09:06:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.00348000
2025-09-21 09:07:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.00263000
2025-09-21 09:08:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.18984000
2025-09-21 09:09:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.00183000
2025-09-21 09:10:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.01020000
2025-09-21 09:11:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.00156000
2025-09-21 09:12:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.00270000
2025-09-21 09:13:00,115629.61000000,115629.61000000,115629.60000000,115629.61000000,0.00221000
2025-09-21 09:14:00,115629.61000000,115629.61000000,115580.10000000,115580.11000000,0.05839000
2025-09-21 09:15:00,115580.11000000,115580.11000000,115529.04000000,115529.04000000,1.58313000
2025-09-21 09:16:00,115529.05000000,115529.05000000,115506.55000000,115508.36000000,0.36559000
2025-09-21 09:17:00,115508.37000000,115508.37000000,115508.36000000,115508.37000000,0.08761000
2025-09-21 09:18:00,115508.37000000,115519.92000000,115508.36000000,115519.92000000,0.01003000
2025-09-21 09:19:00,115519.91000000,115519.92000000,115516.86000000,115516.87000000,0.00424000
2025-09-21 09:20:00,115516.87000000,115516.87000000,115508.97000000,115508.97000000,0.00909000
2025-09-21 09:21:00,115508.98000000,115508.98000000,115495.35000000,115495.36000000,0.03708000
2025-09-21 09:22:00,115495.36000000,115502.89000000,115495.35000000,115502.88000000,0.03479000
2025-09-21 09:23:00,115502.89000000,115502.89000000,115502.88000000,115502.89000000,0.00280000
2025-09-21 09:24:00,115502.88000000,115502.89000000,115502.88000000,115502.89000000,0.00270000
2025-09-21 09:25:00,115502.89000000,115502.89000000,115480.91000000,115480.91000000,0.09514000
2025-09-21 09:26:00,115480.91000000,115480.91000000,115464.96000000,115465.72000000,0.15041000
2025-09-21 09:27:00,115465.71000000,115465.72000000,115452.28000000,115452.29000000,0.24290000
2025-09-21 09:28:00,115452.29000000,115452.29000000,115452.28000000,115452.29000000,0.18413000
2025-09-21 09:29:00,115452.29000000,115452.29000000,115452.28000000,115452.29000000,0.11573000
2025-09-21 09:30:00,115452.29000000,115466.45000000,115452.29000000,115466.45000000,0.08642000
2025-09-21 09:31:00,115466.45000000,115466.45000000,115393.11000000,115393.12000000,0.20618000
2025-09-21 09:32:00,115393.12000000,115393.12000000,115393.12000000,115393.12000000,0.11026000
2025-09-21 09:33:00,115393.12000000,115404.66000000,115387.00000000,115387.00000000,0.32331000
2025-09-21 09:34:00,115385.69000000,115406.28000000,115372.81000000,115406.28000000,0.03636000
2025-09-21 09:35:00,115406.28000000,115406.28000000,115372.82000000,115372.83000000,0.03214000
2025-09-21 09:36:00,115372.83000000,115372.83000000,115372.82000000,115372.83000000,0.39254000
